,team1,team1score,team1seed,team2,team2score,team2seed,result,year,round,wteam,lteam,wscore,lscore
1077,Kentucky,78,5,Davidson,73,12,0,2018,1,Kentucky,Davidson,78,73
1078,Michigan,61,3,Montana,47,14,0,2018,1,Michigan,Montana,61,47
1079,West Virginia,85,5,Murray St.,68,12,0,2018,1,West Virginia,Murray St.,85,68
1080,Arkansas,62,7,Butler,79,10,1,2018,1,Butler,Arkansas,79,62
1081,Butler,73,10,Purdue,76,2,1,2018,2,Purdue,Butler,76,73
1082,West Virginia,94,5,Marshall,71,13,0,2018,2,West Virginia,Marshall,94,71
1083,Loyola Chicago,63,11,Tennessee,62,3,0,2018,2,Loyola Chicago,Tennessee,63,62
1084,UMBC,43,16,Kansas St.,50,9,1,2018,2,Kansas St.,UMBC,50,43
1085,Rhode Island,62,7,Duke,87,2,1,2018,2,Duke,Rhode Island,87,62
1086,Ohio St.,84,5,Gonzaga,90,4,1,2018,2,Gonzaga,Ohio St.,90,84
1087,Florida,66,6,Texas Tech,69,3,1,2018,2,Texas Tech,Florida,69,66
1088,Nevada,75,7,Cincinnati,73,2,0,2018,2,Nevada,Cincinnati,75,73
1089,Houston,63,6,Michigan,64,3,1,2018,2,Michigan,Houston,64,63
1090,Texas A&M,86,7,North Carolina,65,2,0,2018,2,Texas A&amp;M,North Carolina,86,65
1091,Clemson,84,5,Auburn,53,4,0,2018,2,Clemson,Auburn,84,53
1092,Syracuse,55,11,Michigan St.,53,3,0,2018,2,Syracuse,Michigan St.,55,53
1093,Villanova,81,1,Alabama,58,9,0,2018,2,Villanova,Alabama,81,58
1094,Kansas,83,1,Seton Hall,79,8,0,2018,2,Kansas,Seton Hall,83,79
1095,Xavier,70,1,Florida St.,75,9,1,2018,2,Florida St.,Xavier,75,70
1096,Kentucky,95,5,Buffalo,75,13,0,2018,2,Kentucky,Buffalo,95,75
1097,Loyola Chicago,69,11,Nevada,68,7,0,2018,3,Loyola Chicago,Nevada,69,68
1098,Texas Tech,78,3,Purdue,65,2,0,2018,3,Texas Tech,Purdue,78,65
1099,Syracuse,65,11,Duke,69,2,1,2018,3,Duke,Syracuse,69,65
1100,Kansas St.,61,9,Kentucky,58,5,0,2018,3,Kansas St.,Kentucky,61,58
1101,Villanova,90,1,West Virginia,78,5,0,2018,3,Villanova,West Virginia,90,78
1102,Kansas,80,1,Clemson,76,5,0,2018,3,Kansas,Clemson,80,76
1103,Florida St.,75,9,Gonzaga,60,4,0,2018,3,Florida St.,Gonzaga,75,60
1104,Michigan,99,3,Texas A&M,72,7,0,2018,3,Michigan,Texas A&amp;M,99,72
1105,Kansas St.,62,9,Loyola Chicago,78,11,1,2018,4,Loyola Chicago,Kansas St.,78,62
1106,Villanova,71,1,Texas Tech,59,3,0,2018,4,Villanova,Texas Tech,71,59
1107,Kansas,85,1,Duke,81,2,0,2018,4,Kansas,Duke,85,81
1108,Florida St.,54,9,Michigan,58,3,1,2018,4,Michigan,Florida St.,58,54
1109,Loyola Chicago,57,11,Michigan,69,3,1,2018,5,Michigan,Loyola Chicago,69,57
1110,Villanova,95,1,Kansas,79,1,0,2018,5,Villanova,Kansas,95,79
1111,Michigan,62,3,Villanova,79,1,1,2018,6,Villanova,Michigan,79,62
1112,Prairie View A&M,76,16,Fairleigh Dickinson,82,16,1,2019,0,FDU,Prairie View,82,76
1113,Arizona St.,74,11,St. John's,65,11,0,2019,0,Arizona St.,St. John's (NY),74,65
1114,North Dakota St.,78,16,North Carolina Central,74,16,0,2019,0,North Dakota St.,N.C. Central,78,74
1115,Belmont,81,11,Temple,70,11,0,2019,0,Belmont,Temple,81,70
1116,VCU,58,8,UCF,73,9,1,2019,1,UCF,VCU,73,58
1117,Utah St.,61,8,Washington,78,9,1,2019,1,Washington,Utah St.,78,61
1118,Marquette,64,5,Murray St.,83,12,1,2019,1,Murray St.,Marquette,83,64
1119,Nevada,61,7,Florida,70,10,1,2019,1,Florida,Nevada,70,61
1120,Texas Tech,72,3,Northern Kentucky,57,14,0,2019,1,Texas Tech,Northern Ky.,72,57
1121,Wisconsin,54,5,Oregon,72,12,1,2019,1,Oregon,Wisconsin,72,54
1122,LSU,79,3,Yale,74,14,0,2019,1,LSU,Yale,79,74
1123,Buffalo,91,6,Arizona St.,74,11,0,2019,1,Buffalo,Arizona St.,91,74
1124,Houston,84,3,Georgia St.,55,14,0,2019,1,Houston,Georgia St.,84,55
1125,Mississippi,72,8,Oklahoma,95,9,1,2019,1,Oklahoma,Ole Miss,95,72
1126,Wofford,84,7,Seton Hall,68,10,0,2019,1,Wofford,Seton Hall,84,68
1127,Louisville,76,7,Minnesota,86,10,1,2019,1,Minnesota,Louisville,86,76
1128,Purdue,61,3,Old Dominion,48,14,0,2019,1,Purdue,Old Dominion,61,48
1129,Auburn,78,5,New Mexico St.,77,12,0,2019,1,Auburn,New Mexico St.,78,77
1130,Cincinnati,72,7,Iowa,79,10,1,2019,1,Iowa,Cincinnati,79,72
1131,Tennessee,77,2,Colgate,70,15,0,2019,1,Tennessee,Colgate,77,70
1132,Syracuse,69,8,Baylor,78,9,1,2019,1,Baylor,Syracuse,78,69
1133,Kansas St.,64,4,UC Irvine,70,13,1,2019,1,UC Irvine,Kansas St.,70,64
1134,Maryland,79,6,Belmont,77,11,0,2019,1,Maryland,Belmont,79,77
1135,Virginia Tech,66,4,Saint Louis,52,13,0,2019,1,Virginia Tech,Saint Louis,66,52
1136,Villanova,61,6,Saint Mary's,57,11,0,2019,1,Villanova,Saint Mary's (CA),61,57
1137,Kansas,87,4,Northeastern,53,13,0,2019,1,Kansas,Northeastern,87,53
1138,Duke,85,1,North Dakota St.,62,16,0,2019,1,Duke,North Dakota St.,85,62
1139,Gonzaga,87,1,Fairleigh Dickinson,49,16,0,2019,1,Gonzaga,FDU,87,49
1140,Florida St.,76,4,Vermont,69,13,0,2019,1,Florida St.,Vermont,76,69
1141,Virginia,71,1,Gardner Webb,56,16,0,2019,1,Virginia,Gardner-Webb,71,56
1142,Iowa St.,59,6,Ohio St.,62,11,1,2019,1,Ohio St.,Iowa St.,62,59
1143,Michigan St.,76,2,Bradley,65,15,0,2019,1,Michigan St.,Bradley,76,65
1144,North Carolina,88,1,Iona,73,16,0,2019,1,North Carolina,Iona,88,73
1145,Kentucky,79,2,Abilene Christian,44,15,0,2019,1,Kentucky,Abilene Christian,79,44
1146,Michigan,74,2,Montana,55,15,0,2019,1,Michigan,Montana,74,55
1147,Mississippi St.,76,5,Liberty,80,12,1,2019,1,Liberty,Mississippi St.,80,76
1148,Murray St.,62,12,Florida St.,90,4,1,2019,2,Florida St.,Murray St.,90,62
1149,Buffalo,58,6,Texas Tech,78,3,1,2019,2,Texas Tech,Buffalo,78,58
1150,Maryland,67,6,LSU,69,3,1,2019,2,LSU,Maryland,69,67
1151,Oregon,73,12,UC Irvine,54,13,0,2019,2,Oregon,UC Irvine,73,54
1152,Minnesota,50,10,Michigan St.,70,2,1,2019,2,Michigan St.,Minnesota,70,50
1153,Ohio St.,59,11,Houston,74,3,1,2019,2,Houston,Ohio St.,74,59
1154,Iowa,77,10,Tennessee,83,2,1,2019,2,Tennessee,Iowa,83,77
1155,Wofford,56,7,Kentucky,62,2,1,2019,2,Kentucky,Wofford,62,56
1156,Villanova,61,6,Purdue,87,3,1,2019,2,Purdue,Villanova,87,61
1157,Auburn,89,5,Kansas,75,4,0,2019,2,Auburn,Kansas,89,75
1158,Liberty,58,12,Virginia Tech,67,4,1,2019,2,Virginia Tech,Liberty,67,58
1159,Duke,77,1,UCF,76,9,0,2019,2,Duke,UCF,77,76
1160,Gonzaga,83,1,Baylor,71,9,0,2019,2,Gonzaga,Baylor,83,71
1161,Virginia,63,1,Oklahoma,51,9,0,2019,2,Virginia,Oklahoma,63,51
1162,North Carolina,81,1,Washington,59,9,0,2019,2,North Carolina,Washington,81,59
1163,Florida,49,10,Michigan,64,2,1,2019,2,Michigan,Florida,64,49
1164,Texas Tech,63,3,Michigan,44,2,0,2019,3,Texas Tech,Michigan,63,44
1165,LSU,63,3,Michigan St.,80,2,1,2019,3,Michigan St.,LSU,80,63
1166,Houston,58,3,Kentucky,62,2,1,2019,3,Kentucky,Houston,62,58
1167,Purdue,99,3,Tennessee,94,2,0,2019,3,Purdue,Tennessee,99,94
1168,Duke,75,1,Virginia Tech,73,4,0,2019,3,Duke,Virginia Tech,75,73
1169,Gonzaga,72,1,Florida St.,58,4,0,2019,3,Gonzaga,Florida St.,72,58
1170,Virginia,53,1,Oregon,49,12,0,2019,3,Virginia,Oregon,53,49
1171,North Carolina,80,1,Auburn,97,5,1,2019,3,Auburn,North Carolina,97,80
1172,Auburn,77,5,Kentucky,71,2,0,2019,4,Auburn,Kentucky,77,71
1173,Duke,67,1,Michigan St.,68,2,1,2019,4,Michigan St.,Duke,68,67
1174,Gonzaga,69,1,Texas Tech,75,3,1,2019,4,Texas Tech,Gonzaga,75,69
1175,Virginia,80,1,Purdue,75,3,0,2019,4,Virginia,Purdue,80,75
1176,Virginia,63,1,Auburn,62,5,0,2019,5,Virginia,Auburn,63,62
1177,Michigan St.,51,2,Texas Tech,61,3,1,2019,5,Texas Tech,Michigan St.,61,51
1178,Texas Tech,77,3,Virginia,85,1,1,2019,6,Virginia,Texas Tech,85,77
1179,Michigan St.,80,11,UCLA,86,11,1,2021,0,UCLA,Michigan St.,86,80
1180,Mount St. Mary's,52,16,Texas Southern,60,16,1,2021,0,Texas Southern,Mount St. Mary's,60,52
1181,Wichita St.,52,11,Drake,53,11,1,2021,0,Drake,Wichita St.,53,52
1182,Norfolk St.,54,16,Appalachian St.,53,16,0,2021,0,Norfolk St.,App State,54,53
1183,Gonzaga,98,1,Norfolk St.,55,16,0,2021,1,Gonzaga,NSU/APPST,98,55
1184,Oklahoma,72,8,Missouri,68,9,0,2021,1,Oklahoma,Missouri,72,68
1185,Creighton,63,5,UC Santa Barbara,62,12,0,2021,1,Creighton,UC Santa Barbara,63,62
1186,Virginia,58,4,Ohio,62,13,1,2021,1,Ohio,Virginia,62,58
1187,USC,72,6,Drake,56,11,0,2021,1,Southern California,WSU/DRAKE,72,56
1188,Kansas,93,3,Eastern Washington,84,14,0,2021,1,Kansas,Eastern Wash.,93,84
1189,Iowa,86,2,Grand Canyon,74,15,0,2021,1,Iowa,Grand Canyon,86,74
1190,Michigan,82,1,Texas Southern,66,16,0,2021,1,Michigan,MSM/TXSO,82,66
1191,LSU,76,8,St. Bonaventure,61,9,0,2021,1,LSU,St. Bonaventure,76,61
1192,Colorado,96,5,Georgetown,73,12,0,2021,1,Colorado,Georgetown,96,73
1193,Florida St.,64,4,UNC Greensboro,54,13,0,2021,1,Florida St.,UNC Greensboro,64,54
1194,BYU,62,6,UCLA,73,11,1,2021,1,MSU/UCLA,BYU,73,62
1195,Texas,52,3,Abilene Christian,53,14,1,2021,1,Abilene Christian,Texas,53,52
1196,Connecticut,54,7,Maryland,63,10,1,2021,1,Maryland,UConn,63,54
1197,Alabama,68,2,Iona,55,15,0,2021,1,Alabama,Iona,68,55
1198,Baylor,79,1,Hartford,55,16,0,2021,1,Baylor,Hartford,79,55
1199,North Carolina,62,8,Wisconsin,85,9,1,2021,1,Wisconsin,North Carolina,85,62
1200,Villanova,73,5,Winthrop,63,12,0,2021,1,Villanova,Winthrop,73,63
1201,Purdue,69,4,North Texas,78,13,1,2021,1,North Texas,Purdue,78,69
1202,Texas Tech,65,6,Utah St.,53,11,0,2021,1,Texas Tech,Utah St.,65,53
1203,Arkansas,85,3,Colgate,68,14,0,2021,1,Arkansas,Colgate,85,68
1204,Oregon,75,7,VCU,70,10,0,2021,1,Oregon,VCU,75,70
1205,Florida,75,7,Virginia Tech,70,10,0,2021,1,Florida,Virginia Tech,75,70
1206,Ohio St.,72,2,Oral Roberts,75,15,1,2021,1,Oral Roberts,Ohio St.,75,72
1207,Illinois,78,1,Drexel,49,16,0,2021,1,Illinois,Drexel,78,49
1208,Loyola Chicago,71,8,Georgia Tech,60,9,0,2021,1,Loyola Chicago,Georgia Tech,71,60
1209,Tennessee,56,5,Oregon St.,70,12,1,2021,1,Oregon St.,Tennessee,70,56
1210,Oklahoma St.,69,4,Liberty,60,13,0,2021,1,Oklahoma St.,Liberty,69,60
1211,San Diego St.,62,6,Syracuse,78,11,1,2021,1,Syracuse,San Diego St.,78,62
1212,West Virginia,84,3,Morehead St.,67,14,0,2021,1,West Virginia,Morehead St.,84,67
1213,Clemson,56,7,Rutgers,60,10,1,2021,1,Rutgers,Clemson,60,56
1214,Houston,87,2,Cleveland St.,56,15,0,2021,1,Houston,Cleveland St.,87,56
1215,Gonzaga,87,1,Oklahoma,71,8,0,2021,2,Gonzaga,Oklahoma,87,71
1216,Creighton,72,5,Ohio,58,13,0,2021,2,Creighton,Ohio,72,58
1217,USC,85,6,Kansas,51,3,0,2021,2,Southern California,Kansas,85,51
1218,Oregon,95,7,Iowa,80,2,0,2021,2,Oregon,Iowa,95,80
1219,Michigan,86,1,LSU,78,8,0,2021,2,Michigan,LSU,86,78
1220,Colorado,53,5,Florida St.,71,4,1,2021,2,Florida St.,Colorado,71,53
1221,UCLA,67,11,Abilene Christian,47,14,0,2021,2,UCLA,Abilene Christian,67,47
1222,Maryland,77,10,Alabama,96,2,1,2021,2,Alabama,Maryland,96,77
1223,Baylor,76,1,Wisconsin,63,9,0,2021,2,Baylor,Wisconsin,76,63
1224,Villanova,84,5,North Texas,61,13,0,2021,2,Villanova,North Texas,84,61
1225,Texas Tech,66,6,Arkansas,68,3,1,2021,2,Arkansas,Texas Tech,68,66
1226,Florida,78,7,Oral Roberts,81,15,1,2021,2,Oral Roberts,Florida,81,78
1227,Illinois,58,1,Loyola Chicago,71,8,1,2021,2,Loyola Chicago,Illinois,71,58
1228,Oregon St.,80,12,Oklahoma St.,70,4,0,2021,2,Oregon St.,Oklahoma St.,80,70
1229,Syracuse,75,11,West Virginia,72,3,0,2021,2,Syracuse,West Virginia,75,72
1230,Rutgers,60,10,Houston,63,2,1,2021,2,Houston,Rutgers,63,60
1231,Gonzaga,83,1,Creighton,65,5,0,2021,3,Gonzaga,Creighton,83,65
1232,USC,82,6,Oregon,68,7,0,2021,3,Southern California,Oregon,82,68
1233,Michigan,76,1,Florida St.,58,4,0,2021,3,Michigan,Florida St.,76,58
1234,UCLA,88,11,Alabama,78,2,0,2021,3,UCLA,Alabama,88,78
1235,Baylor,62,1,Villanova,51,5,0,2021,3,Baylor,Villanova,62,51
1236,Arkansas,72,3,Oral Roberts,70,15,0,2021,3,Arkansas,Oral Roberts,72,70
1237,Loyola Chicago,58,8,Oregon St.,65,12,1,2021,3,Oregon St.,Loyola Chicago,65,58
1238,Syracuse,46,11,Houston,62,2,1,2021,3,Houston,Syracuse,62,46
1239,Gonzaga,85,1,USC,66,6,0,2021,4,Gonzaga,Southern California,85,66
1240,Michigan,49,1,UCLA,51,11,1,2021,4,UCLA,Michigan,51,49
1241,Baylor,81,1,Arkansas,72,3,0,2021,4,Baylor,Arkansas,81,72
1242,Oregon St.,61,12,Houston,67,2,1,2021,4,Houston,Oregon St.,67,61
1243,Baylor,78,1,Houston,59,2,0,2021,5,Baylor,Houston,78,59
1244,Gonzaga,93,1,UCLA,90,11,0,2021,5,Gonzaga,UCLA,93,90
1245,Gonzaga,70,1,Baylor,86,1,1,2021,6,Baylor,Gonzaga,86,70
1246,Texas Southern,76,16,Texas A&M Corpus Chris,67,16,0,2022,0,Texas Southern,A&amp;M-Corpus Christi,76,67
1247,Wyoming,58,12,Indiana,66,12,1,2022,0,Indiana,Wyoming,66,58
1248,Wright St.,93,16,Bryant,82,16,0,2022,0,Wright St.,Bryant,93,82
1249,Rutgers,87,11,Notre Dame,89,11,1,2022,0,Notre Dame,Rutgers,89,87
1250,Gonzaga,93,1,Georgia St.,72,16,0,2022,1,Gonzaga,Georgia St.,93,72
1251,Boise St.,53,8,Memphis,64,9,1,2022,1,Memphis,Boise St.,64,53
1252,Connecticut,63,5,New Mexico St.,70,12,1,2022,1,New Mexico St.,UConn,70,63
1253,Arkansas,75,4,Vermont,71,13,0,2022,1,Arkansas,Vermont,75,71
1254,Alabama,64,6,Notre Dame,78,11,1,2022,1,Notre Dame,Alabama,78,64
1255,Texas Tech,97,3,Montana St.,62,14,0,2022,1,Texas Tech,Montana St.,97,62
1256,Michigan St.,74,7,Davidson,73,10,0,2022,1,Michigan St.,Davidson,74,73
1257,Duke,78,2,Cal St. Fullerton,61,15,0,2022,1,Duke,Cal State Fullerton,78,61
1258,Arizona,87,1,Wright St.,70,16,0,2022,1,Arizona,Wright St.,87,70
1259,Seton Hall,42,8,TCU,69,9,1,2022,1,TCU,Seton Hall,69,42
1260,Houston,82,5,UAB,68,12,0,2022,1,Houston,UAB,82,68
1261,Illinois,54,4,Chattanooga,53,13,0,2022,1,Illinois,Chattanooga,54,53
1262,Colorado St.,63,6,Michigan,75,11,1,2022,1,Michigan,Colorado St.,75,63
1263,Tennessee,88,3,Longwood,56,14,0,2022,1,Tennessee,Longwood,88,56
1264,Ohio St.,54,7,Loyola Chicago,41,10,0,2022,1,Ohio St.,Loyola Chicago,54,41
1265,Villanova,80,2,Delaware,60,15,0,2022,1,Villanova,Delaware,80,60
1266,Baylor,85,1,Norfolk St.,49,16,0,2022,1,Baylor,Norfolk St.,85,49
1267,North Carolina,95,8,Marquette,63,9,0,2022,1,North Carolina,Marquette,95,63
1268,Saint Mary's,82,5,Indiana,53,12,0,2022,1,Saint Mary's (CA),Indiana,82,53
1269,UCLA,57,4,Akron,53,13,0,2022,1,UCLA,Akron,57,53
1270,Texas,81,6,Virginia Tech,73,11,0,2022,1,Texas,Virginia Tech,81,73
1271,Purdue,78,3,Yale,56,14,0,2022,1,Purdue,Yale,78,56
1272,Murray St.,92,7,San Francisco,87,10,0,2022,1,Murray St.,San Francisco,92,87
1273,Kentucky,79,2,Saint Peter's,85,15,1,2022,1,Saint Peter's,Kentucky,85,79
1274,Kansas,83,1,Texas Southern,56,16,0,2022,1,Kansas,Texas Southern,83,56
1275,San Diego St.,69,8,Creighton,72,9,1,2022,1,Creighton,San Diego St.,72,69
1276,Iowa,63,5,Richmond,67,12,1,2022,1,Richmond,Iowa,67,63
1277,Providence,66,4,South Dakota St.,57,13,0,2022,1,Providence,South Dakota St.,66,57
1278,LSU,54,6,Iowa St.,59,11,1,2022,1,Iowa St.,LSU,59,54
1279,Wisconsin,67,3,Colgate,60,14,0,2022,1,Wisconsin,Colgate,67,60
1280,USC,66,7,Miami FL,68,10,1,2022,1,Miami (FL),Southern California,68,66
1281,Auburn,80,2,Jacksonville St.,61,15,0,2022,1,Auburn,Jacksonville St.,80,61
1282,Gonzaga,82,1,Memphis,78,9,0,2022,2,Gonzaga,Memphis,82,78
1283,New Mexico St.,48,12,Arkansas,53,4,1,2022,2,Arkansas,New Mexico St.,53,48
1284,Notre Dame,53,11,Texas Tech,59,3,1,2022,2,Texas Tech,Notre Dame,59,53
1285,Michigan St.,76,7,Duke,85,2,1,2022,2,Duke,Michigan St.,85,76
1286,Arizona,85,1,TCU,80,9,0,2022,2,Arizona,TCU,85,80
1287,Houston,68,5,Illinois,53,4,0,2022,2,Houston,Illinois,68,53
1288,Michigan,76,11,Tennessee,68,3,0,2022,2,Michigan,Tennessee,76,68
1289,Ohio St.,61,7,Villanova,71,2,1,2022,2,Villanova,Ohio St.,71,61
1290,Baylor,86,1,North Carolina,93,8,1,2022,2,North Carolina,Baylor,93,86
1291,Saint Mary's,56,5,UCLA,72,4,1,2022,2,UCLA,Saint Mary's (CA),72,56
1292,Texas,71,6,Purdue,81,3,1,2022,2,Purdue,Texas,81,71
1293,Murray St.,60,7,Saint Peter's,70,15,1,2022,2,Saint Peter's,Murray St.,70,60
1294,Kansas,79,1,Creighton,72,9,0,2022,2,Kansas,Creighton,79,72
1295,Richmond,51,12,Providence,79,4,1,2022,2,Providence,Richmond,79,51
1296,Iowa St.,54,11,Wisconsin,49,3,0,2022,2,Iowa St.,Wisconsin,54,49
1297,Miami FL,79,10,Auburn,61,2,0,2022,2,Miami (FL),Auburn,79,61
1298,Gonzaga,68,1,Arkansas,74,4,1,2022,3,Arkansas,Gonzaga,74,68
1299,Texas Tech,73,3,Duke,78,2,1,2022,3,Duke,Texas Tech,78,73
1300,Arizona,60,1,Houston,72,5,1,2022,3,Houston,Arizona,72,60
1301,Michigan,55,11,Villanova,63,2,1,2022,3,Villanova,Michigan,63,55
1302,North Carolina,73,8,UCLA,66,4,0,2022,3,North Carolina,UCLA,73,66
1303,Purdue,64,3,Saint Peter's,67,15,1,2022,3,Saint Peter's,Purdue,67,64
1304,Kansas,66,1,Providence,61,4,0,2022,3,Kansas,Providence,66,61
1305,Iowa St.,56,11,Miami FL,70,10,1,2022,3,Miami (FL),Iowa St.,70,56
1306,Arkansas,69,4,Duke,78,2,1,2022,4,Duke,Arkansas,78,69
1307,Houston,44,5,Villanova,50,2,1,2022,4,Villanova,Houston,50,44
1308,North Carolina,69,8,Saint Peter's,49,15,0,2022,4,North Carolina,Saint Peter's,69,49
1309,Kansas,76,1,Miami FL,50,10,0,2022,4,Kansas,Miami (FL),76,50
1310,Duke,77,2,North Carolina,81,8,1,2022,5,North Carolina,Duke,81,77
1311,Villanova,65,2,Kansas,81,1,1,2022,5,Kansas,Villanova,81,65
1312,North Carolina,69,8,Kansas,72,1,1,2022,6,Kansas,North Carolina,72,69
1313,Texas A&M Corpus Chris,75,16,Southeast Missouri St.,71,16,0,2023,0,A&amp;M-Corpus Christi,Southeast Mo. St.,75,71
1314,Texas Southern,61,16,Fairleigh Dickinson,84,16,1,2023,0,FDU,Texas Southern,84,61
1315,Arizona St.,98,11,Nevada,73,11,0,2023,0,Arizona St.,Nevada,98,73
1316,Mississippi St.,59,11,Pittsburgh,60,11,1,2023,0,Pittsburgh,Mississippi St.,60,59
1317,Alabama,96,1,Texas A&M Corpus Chris,75,16,0,2023,1,Alabama,A&amp;M-Corpus Christi,96,75
1318,Maryland,67,8,West Virginia,65,9,0,2023,1,Maryland,West Virginia,67,65
1319,San Diego St.,63,5,College of Charleston,57,12,0,2023,1,San Diego St.,Col. of Charleston,63,57
1320,Virginia,67,4,Furman,68,13,1,2023,1,Furman,Virginia,68,67
1321,Creighton,72,6,N.C. State,63,11,0,2023,1,Creighton,NC State,72,63
1322,Baylor,74,3,UC Santa Barbara,56,14,0,2023,1,Baylor,UC Santa Barbara,74,56
1323,Missouri,76,7,Utah St.,65,10,0,2023,1,Missouri,Utah St.,76,65
1324,Arizona,55,2,Princeton,59,15,1,2023,1,Princeton,Arizona,59,55
1325,Houston,63,1,Northern Kentucky,52,16,0,2023,1,Houston,Northern Ky.,63,52
1326,Iowa,75,8,Auburn,83,9,1,2023,1,Auburn,Iowa,83,75
1327,Miami FL,63,5,Drake,56,12,0,2023,1,Miami (FL),Drake,63,56
1328,Indiana,71,4,Kent St.,60,13,0,2023,1,Indiana,Kent St.,71,60
1329,Iowa St.,41,6,Pittsburgh,59,11,1,2023,1,Pittsburgh,Iowa St.,59,41
1330,Xavier,72,3,Kennesaw St.,67,14,0,2023,1,Xavier,Kennesaw St.,72,67
1331,Texas A&M,59,7,Penn St.,76,10,1,2023,1,Penn St.,Texas A&amp;M,76,59
1332,Texas,81,2,Colgate,61,15,0,2023,1,Texas,Colgate,81,61
1333,Purdue,58,1,Fairleigh Dickinson,63,16,1,2023,1,FDU,Purdue,63,58
1334,Memphis,65,8,Florida Atlantic,66,9,1,2023,1,Fla. Atlantic,Memphis,66,65
1335,Duke,74,5,Oral Roberts,51,12,0,2023,1,Duke,Oral Roberts,74,51
1336,Tennessee,58,4,Louisiana,55,13,0,2023,1,Tennessee,Louisiana,58,55
1337,Kentucky,61,6,Providence,53,11,0,2023,1,Kentucky,Providence,61,53
1338,Kansas St.,77,3,Montana St.,65,14,0,2023,1,Kansas St.,Montana St.,77,65
1339,Michigan St.,72,7,USC,62,10,0,2023,1,Michigan St.,Southern California,72,62
1340,Marquette,78,2,Vermont,61,15,0,2023,1,Marquette,Vermont,78,61
1341,Kansas,96,1,Howard,68,16,0,2023,1,Kansas,Howard,96,68
1342,Arkansas,73,8,Illinois,63,9,0,2023,1,Arkansas,Illinois,73,63
1343,Saint Mary's,63,5,VCU,51,12,0,2023,1,Saint Mary's (CA),VCU,63,51
1344,Connecticut,87,4,Iona,63,13,0,2023,1,UConn,Iona,87,63
1345,TCU,72,6,Arizona St.,70,11,0,2023,1,TCU,Arizona St.,72,70
1346,Gonzaga,82,3,Grand Canyon,70,14,0,2023,1,Gonzaga,Grand Canyon,82,70
1347,Northwestern,75,7,Boise St.,67,10,0,2023,1,Northwestern,Boise St.,75,67
1348,UCLA,86,2,UNC Asheville,53,15,0,2023,1,UCLA,UNC Asheville,86,53
1349,Alabama,73,1,Maryland,51,8,0,2023,2,Alabama,Maryland,73,51
1350,San Diego St.,75,5,Furman,52,13,0,2023,2,San Diego St.,Furman,75,52
1351,Creighton,85,6,Baylor,76,3,0,2023,2,Creighton,Baylor,85,76
1352,Missouri,63,7,Princeton,78,15,1,2023,2,Princeton,Missouri,78,63
1353,Houston,81,1,Auburn,64,9,0,2023,2,Houston,Auburn,81,64
1354,Miami FL,85,5,Indiana,69,4,0,2023,2,Miami (FL),Indiana,85,69
1355,Pittsburgh,73,11,Xavier,84,3,1,2023,2,Xavier,Pittsburgh,84,73
1356,Penn St.,66,10,Texas,71,2,1,2023,2,Texas,Penn St.,71,66
1357,Fairleigh Dickinson,70,16,Florida Atlantic,78,9,1,2023,2,Fla. Atlantic,FDU,78,70
1358,Duke,52,5,Tennessee,65,4,1,2023,2,Tennessee,Duke,65,52
1359,Kentucky,69,6,Kansas St.,75,3,1,2023,2,Kansas St.,Kentucky,75,69
1360,Michigan St.,69,7,Marquette,60,2,0,2023,2,Michigan St.,Marquette,69,60
1361,Kansas,71,1,Arkansas,72,8,1,2023,2,Arkansas,Kansas,72,71
1362,Saint Mary's,55,5,Connecticut,70,4,1,2023,2,UConn,Saint Mary's (CA),70,55
1363,TCU,81,6,Gonzaga,84,3,1,2023,2,Gonzaga,TCU,84,81
1364,Northwestern,63,7,UCLA,68,2,1,2023,2,UCLA,Northwestern,68,63
1365,Alabama,64,1,San Diego St.,71,5,1,2023,3,San Diego St.,Alabama,71,64
1366,Creighton,86,6,Princeton,75,15,0,2023,3,Creighton,Princeton,86,75
1367,Houston,75,1,Miami FL,89,5,1,2023,3,Miami (FL),Houston,89,75
1368,Xavier,71,3,Texas,83,2,1,2023,3,Texas,Xavier,83,71
1369,Florida Atlantic,62,9,Tennessee,55,4,0,2023,3,Fla. Atlantic,Tennessee,62,55
1370,Kansas St.,98,3,Michigan St.,93,7,0,2023,3,Kansas St.,Michigan St.,98,93
1371,Arkansas,65,8,Connecticut,88,4,1,2023,3,UConn,Arkansas,88,65
1372,Gonzaga,79,3,UCLA,76,2,0,2023,3,Gonzaga,UCLA,79,76
1373,San Diego St.,57,5,Creighton,56,6,0,2023,4,San Diego St.,Creighton,57,56
1374,Miami FL,88,5,Texas,81,2,0,2023,4,Miami (FL),Texas,88,81
1375,Florida Atlantic,79,9,Kansas St.,76,3,0,2023,4,Fla. Atlantic,Kansas St.,79,76
1376,Connecticut,82,4,Gonzaga,54,3,0,2023,4,UConn,Gonzaga,82,54
1377,San Diego St.,72,5,Florida Atlantic,71,9,0,2023,5,San Diego St.,Fla. Atlantic,72,71
1378,Miami FL,59,5,Connecticut,72,4,1,2023,5,UConn,Miami (FL),72,59
1379,San Diego St.,59,5,Connecticut,76,4,1,2023,6,UConn,San Diego St.,76,59
